PM0-45013,1702888,1702888,+0,RPOD-MONOMER
PM0-44670,948770,948770,+0,RPOD-MONOMER
PM0-45241,2220104,2220104,+0,RPOD-MONOMER
PM0-4621,703063,703063,+0,RPOD-MONOMER
PM0-45500,2983741,2983741,+0,RPOE-MONOMER
PM0-1350,223593,223593,+0,RPOD-MONOMER
PM0-10354,4390759,4390759,+0,RPOD-MONOMER
PM0-45680,3332818,3332818,+0,RPOD-MONOMER
PM-8767,2614090,2614090,+0,RPOE-MONOMER
PM0-3341,770425,770425,+0,RPOD-MONOMER
PM00198,2874390,2874390,+0,RPOD-MONOMER
PM0-45144,1971486,1971486,+0,RPOH-MONOMER
PM0-45572,3132004,3132004,+0,RPOD-MONOMER
PM0-45661,3285300,3285300,+0,RPOD-MONOMER
PM0-3342,770436,770436,+0,RPOD-MONOMER
PM0-44391,234784,234784,+0,RPOD-MONOMER
PM0-44959,1568551,1568551,+0,RPOE-MONOMER
PM0-44891,1423288,1423288,+0,RPOD-MONOMER
PM0-44455,380197,380197,+0,RPOH-MONOMER
PM0-45242,2223088,2223088,+0,RPOD-MONOMER
PM0-45965,4116409,4116409,+0,RPON-MONOMER
PM00067,4156480,4156480,+0,RPOD-MONOMER
PM00067,4156480,4156480,+0,RPOS-MONOMER
PM0-2623,4465370,4465370,+0,RPOD-MONOMER
PM0-45196,2096334,2096334,+0,RPOE-MONOMER
PM0-36211,3341321,3341321,+0,RPOD-MONOMER
PM0-44501,507508,507508,+0,RPOE-MONOMER
PM221,3534729,3534729,+0,RPOD-MONOMER
PM0-9718,2876937,2876937,+0,RPOH-MONOMER
PM0-44644,862006,862006,+0,EG11355-MONOMER
PM0-46093,4587071,4587071,+0,RPOE-MONOMER
PM0-10228,3053996,3053996,+0,RPOD-MONOMER
PM0-44675,959478,959478,+0,RPOD-MONOMER
PM0-44793,1214836,1214836,+0,RPOD-MONOMER
PM0-9728,4633266,4633266,+0,RPOH-MONOMER
PM-8766,2535337,2535337,+0,RPOE-MONOMER
PM0-44817,1269235,1269235,+0,RPOD-MONOMER
PM-8817,2764729,2764729,+0,RPOE-MONOMER
PM0-45963,4110335,4110335,+0,RPOD-MONOMER
PM00252,931551,931551,+0,RPOD-MONOMER
PM174,3517189,3517189,+0,RPOD-MONOMER
PM0-44741,1145851,1145851,+0,RPOD-MONOMER
PM0-9420,3338233,3338233,+0,RPOD-MONOMER
PM0-45768,3569442,3569442,+0,RPOE-MONOMER
PM0-7803,2004139,2004139,+0,RPOD-MONOMER
PM0-45591,3167909,3167909,+0,RPOH-MONOMER
PM0-46099,4593970,4593970,+0,RPOE-MONOMER
PM0-44481,452908,452908,+0,EG11355-MONOMER
PM00622,4358129,4358129,+0,RPOD-MONOMER
PM0-45439,2756877,2756877,+0,RPOD-MONOMER
PM0-44345,35440,35440,+0,RPOH-MONOMER
PM0-10366,3656085,3656085,+0,RPOD-MONOMER
PM0-44847,1333080,1333080,+0,RPOD-MONOMER
PM0-36235,1168256,1168256,+0,RPOE-MONOMER
PM0-45577,3147520,3147520,+0,RPOD-MONOMER
PM0-6061,3662887,3662887,+0,RPOS-MONOMER
PM0-44566,664436,664436,+0,RPOD-MONOMER
PM-8781,3341418,3341418,+0,RPOE-MONOMER
PM00184,1976419,1976419,+0,RPOD-MONOMER
PM0-45761,3534766,3534766,+0,EG11355-MONOMER
PM0-44747,1161044,1161044,+0,RPOD-MONOMER
PM0-44799,1223934,1223934,+0,RPOE-MONOMER
PM00316,12048,12048,+0,RPOH-MONOMER
PM0-9640,3788172,3788172,+0,RPOD-MONOMER
PM0-45519,3004140,3004140,+0,RPOH-MONOMER
PM0-45251,2235945,2235945,+0,RPOE-MONOMER
PM0-44896,1435008,1435008,+0,RPOD-MONOMER
PM0-45650,3265212,3265212,+0,RPOD-MONOMER
PM0-44911,1488790,1488790,+0,RPOE-MONOMER
PM0-45803,3622196,3622196,+0,RPOD-MONOMER
PM0-4102,17317,17317,+0,RPOS-MONOMER
PM0-45331,2442273,2442273,+0,RPOD-MONOMER
PM0-45175,2040200,2040200,+0,RPOH-MONOMER
PM00457,3878173,3878173,+0,RPOS-MONOMER
PM00457,3878173,3878173,+0,RPOD-MONOMER
PM0-45239,2213608,2213608,+0,RPOD-MONOMER
PM0-44367,157055,157055,+0,RPOD-MONOMER
PM00493,4161318,4161318,+0,RPOH-MONOMER
PM0-44952,1542787,1542787,+0,RPOE-MONOMER
PM00327,180845,180845,+0,RPOE-MONOMER
PM0-44423,294880,294880,+0,RPOD-MONOMER
PM0-44652,897075,897075,+0,RPOE-MONOMER
PM0-45499,2983831,2983831,+0,RPOE-MONOMER
PM0-9766,3676435,3676435,+0,RPOS-MONOMER
PM0-44633,844887,844887,+0,RPON-MONOMER
PM0-44614,797815,797815,+0,RPOD-MONOMER
PM0-45794,3607953,3607953,+0,RPOH-MONOMER
PM0-45971,4141881,4141881,+0,EG11355-MONOMER
PM0-5286,3244530,3244530,+0,RPOH-MONOMER
PM00586,2866851,2866851,+0,RPOD-MONOMER
PM0-44637,852358,852358,+0,RPOD-MONOMER
PM0-44457,383209,383209,+0,RPOE-MONOMER
PM00218,1165215,1165215,+0,RPOD-MONOMER
PM00409,2531523,2531523,+0,RPOD-MONOMER
PM0-45313,2383827,2383827,+0,RPOD-MONOMER
PM0-45949,4071555,4071555,+0,RPOH-MONOMER
PM0-4882,1940685,1940685,+0,RPOS-MONOMER
PM0-44599,752181,752181,+0,RPOE-MONOMER
PM0-44970,1612812,1612812,+0,RPOH-MONOMER
PM0-44380,193411,193411,+0,RPOE-MONOMER
PM0-45386,2627208,2627208,+0,RPOD-MONOMER
PM00250,83735,83735,+0,RPOD-MONOMER
PM541,1150797,1150797,+0,RPOD-MONOMER
PM0-10401,1886085,1886085,+0,RPOD-MONOMER
PM0-45980,4211143,4211143,+0,EG11355-MONOMER
PM0-45489,2967604,2967604,+0,RPOE-MONOMER
PM0-36158,3331540,3331540,+0,RPOD-MONOMER
PM00195,357933,357933,+0,RPOD-MONOMER
PM0-45554,3109298,3109298,+0,RPOE-MONOMER
PM0-44556,658094,658094,+0,RPOD-MONOMER
PM0-45740,3497435,3497435,+0,RPOD-MONOMER
PM0-45264,2263435,2263435,+0,RPOE-MONOMER
PM0-46006,4299259,4299259,+0,RPOE-MONOMER
PM0-45077,1852910,1852910,+0,RPOD-MONOMER
PM0-10531,174941,174941,+0,EG11355-MONOMER
PM0-44860,1368209,1368209,+0,RPOD-MONOMER
PM0-46021,4377496,4377496,+0,RPOE-MONOMER
PM162,2520527,2520527,+0,RPOD-MONOMER
PM0-45308,2383927,2383927,+0,RPOE-MONOMER
PM0-5284,1608761,1608761,+0,RPOD-MONOMER
PM0-45631,3239841,3239841,+0,RPOD-MONOMER
PM0-45890,3864413,3864413,+0,RPOD-MONOMER
PM0-9871,4398243,4398243,+0,RPOD-MONOMER
PM0-4645,2689145,2689145,+0,RPOD-MONOMER
PM0-45192,2087235,2087235,+0,RPOD-MONOMER
PM0-45800,3617136,3617136,+0,RPOD-MONOMER
PM0-1163,1830068,1830068,+0,RPON-MONOMER
PM0-46061,4494257,4494257,+0,RPOS-MONOMER
PM0-10544,2882341,2882341,+0,RPOD-MONOMER
PM0-45390,2639972,2639972,+0,RPOE-MONOMER
PM0-7162,629087,629087,+0,RPOD-MONOMER
PM241,4540717,4540717,+0,RPOD-MONOMER
PM0-3564,4164507,4164507,+0,RPOD-MONOMER
PM0-45586,3165753,3165753,+0,RPOD-MONOMER
PM0-45717,3410519,3410519,+0,RPOE-MONOMER
PM0-45833,3714536,3714536,+0,RPOD-MONOMER
PM0-44572,675847,675847,+0,RPOH-MONOMER
PM0-45808,3632840,3632840,+0,RPOE-MONOMER
PM0-8622,1945463,1945463,+0,RPOD-MONOMER
PM00201,2475768,2475768,+0,RPOD-MONOMER
PM0-45743,3497857,3497857,+0,RPOD-MONOMER
PM0-4642,815915,815915,+0,RPON-MONOMER
PM0-45425,2739784,2739784,+0,RPOD-MONOMER
PM0-10490,1986706,1986706,+0,RPOD-MONOMER
PM0-45865,3791857,3791857,+0,RPOE-MONOMER
PM0-44882,1418301,1418301,+0,RPOD-MONOMER
PM0-44437,317558,317558,+0,RPOD-MONOMER
PM0-45507,2986453,2986453,+0,RPOD-MONOMER
PM0-4436,3865567,3865567,+0,RPOE-MONOMER
PM0-45314,2386609,2386609,+0,RPOE-MONOMER
PM0-45750,3524351,3524351,+0,EG11355-MONOMER
PM00483,4047922,4047922,+0,RPOD-MONOMER
PM-8824,1984799,1984799,+0,RPOE-MONOMER
PM0-45168,2031227,2031227,+0,RPOE-MONOMER
PM00046,4255110,4255110,+0,RPOD-MONOMER
PM0-45218,2149075,2149075,+0,RPOD-MONOMER
PM0-45015,1702836,1702836,+0,RPOD-MONOMER
PM0-46062,4499081,4499081,+0,RPOE-MONOMER
PM00274,989637,989637,+0,RPOD-MONOMER
PM0-45212,2118361,2118361,+0,RPOD-MONOMER
PM00530,1063056,1063056,+0,RPOD-MONOMER
PM0-44402,259440,259440,+0,RPOD-MONOMER
PM0-45188,2065535,2065535,+0,EG11355-MONOMER
PM0-45340,2461007,2461007,+0,RPOD-MONOMER
PM00528,42037,42037,+0,RPOD-MONOMER
PM00178,2823813,2823813,+0,RPOD-MONOMER
PM0-45362,2516397,2516397,+0,RPOE-MONOMER
PM261,1333448,1333448,+1,RPOD-MONOMER
PM261,1333448,1333448,+1,RPOS-MONOMER
PM0-45514,2991603,2991603,+0,RPOD-MONOMER
PM0-3626,395777,395777,+0,RPOE-MONOMER
PM0-1303,2714545,2714545,+0,RPOD-MONOMER
PM0-45676,3325124,3325124,+0,RPOE-MONOMER
PM0-45395,2645515,2645515,+0,EG11355-MONOMER
PM0-44755,1174552,1174552,+0,RPOE-MONOMER
PM00321,85420,85420,+0,RPOD-MONOMER
PM0-45137,1948784,1948784,+0,RPOD-MONOMER
PM0-46123,1342534,1342534,+0,RPOS-MONOMER
PM0-44815,1268700,1268700,+0,RPOD-MONOMER
PM0-44343,16951,16951,+0,RPOD-MONOMER
PM00437,3210710,3210710,+0,RPOH-MONOMER
PM0-44626,832183,832183,+0,RPOH-MONOMER
PM0-45816,3672660,3672660,+0,RPOD-MONOMER
PM0-45096,1891345,1891345,+0,RPOH-MONOMER
PM0-9329,1786408,1786408,+0,RPOD-MONOMER
PM00054,4130569,4130569,+0,RPOD-MONOMER
PM0-45430,2745868,2745868,+0,RPOH-MONOMER
PM0-44560,660609,660609,+0,RPOD-MONOMER
PM0-9308,402911,402911,+0,RPOS-MONOMER
PM0-45203,2105418,2105418,+0,RPOH-MONOMER
PM0-44539,605487,605487,+0,EG11355-MONOMER
PM0-45860,3774620,3774620,+0,RPOD-MONOMER
PM0-45085,1873487,1873487,+0,RPOE-MONOMER
PM0-9831,4397824,4397824,+0,RPOD-MONOMER
PM00568,3190024,3190024,+0,RPOS-MONOMER
PM0-45278,2301819,2301819,+0,RPOD-MONOMER
PM00515,1191909,1191909,+0,RPOD-MONOMER
PM0-45529,3031061,3031061,+0,RPOD-MONOMER
PM00024,4614702,4614702,+0,RPOD-MONOMER
PM0-45172,2037310,2037310,+0,RPOH-MONOMER
PM0-10541,2763916,2763916,+0,RPOD-MONOMER
PM0-45962,4104472,4104472,+0,RPOD-MONOMER
PM00535,1103082,1103082,+0,RPOS-MONOMER
PM00535,1103082,1103082,+0,RPOD-MONOMER
PM0-45511,2988390,2988390,+0,RPOD-MONOMER
PM0-45672,3299301,3299301,+0,RPOE-MONOMER
PM00256,3597785,3597785,+0,RPOD-MONOMER
PM0-9707,701088,701088,+0,RPOD-MONOMER
PM0-45678,3326879,3326879,+0,RPOS-MONOMER
PM0-45023,1737833,1737833,+0,RPOE-MONOMER
PM0-45447,2773910,2773910,+0,RPOH-MONOMER
PM0-45128,1934614,1934614,+0,RPOD-MONOMER
PM0-10527,265382,265382,+0,EG11355-MONOMER
PM0-9512,3453553,3453553,+0,RPOD-MONOMER
PM0-45351,2493355,2493355,+0,RPOD-MONOMER
PM0-45835,3714379,3714379,+0,RPOH-MONOMER
PM0-44851,1337332,1337332,+0,RPOD-MONOMER
PM0-44574,675834,675834,+0,RPOD-MONOMER
PM00013,405504,405504,+0,RPOD-MONOMER
PM0-45086,1873672,1873672,+0,RPOD-MONOMER
PM0-44684,997037,997037,+0,RPOD-MONOMER
PM0-45472,2898494,2898494,+0,RPOD-MONOMER
PM195,4638531,4638531,+0,RPOD-MONOMER
PM0-44678,963328,963328,+0,RPOH-MONOMER
PM0-44982,1634751,1634751,+0,RPOE-MONOMER
PM00555,156214,156214,+0,RPOD-MONOMER
PM0-45809,3635523,3635523,+0,RPOD-MONOMER
PM00257,3595778,3595778,+0,RPOD-MONOMER
PM00095,4630727,4630727,+0,RPOD-MONOMER
PM0-45208,2107610,2107610,+0,RPOD-MONOMER
PM0-44409,274430,274430,+0,RPOH-MONOMER
PM0-45380,2580902,2580902,+0,RPOD-MONOMER
PM0-8749,1288329,1288329,+0,RPOS-MONOMER
PM0-45065,1825093,1825093,+0,RPOE-MONOMER
PM0-44446,320761,320761,+0,RPOH-MONOMER
PM0-45398,2654939,2654939,+0,RPON-MONOMER
PM00081,1735713,1735713,+0,RPOD-MONOMER
PM0-45793,3607803,3607803,+0,RPOE-MONOMER
PM0-45879,3834900,3834900,+0,RPOD-MONOMER
PM0-44478,446994,446994,+0,RPOD-MONOMER
PM0-10238,3906470,3906470,+0,RPOD-MONOMER
PM0-45688,3360116,3360116,+0,RPOD-MONOMER
PM00260,1697252,1697252,+0,RPOD-MONOMER
PM0-3582,786855,786855,+0,RPOS-MONOMER
PM0-3582,786855,786855,+0,RPOD-MONOMER
PM0-45900,3911834,3911834,+0,EG11355-MONOMER
PM0-44376,192849,192849,+0,RPOE-MONOMER
PM0-9620,2183849,2183849,+0,RPOD-MONOMER
PM0-46197,4589390,4589390,+0,RPOS-MONOMER
PM177,3514004,3514004,+0,RPOD-MONOMER
PM0-44723,1100978,1100978,+0,RPOE-MONOMER
PM0-9396,1169640,1169640,+0,RPOD-MONOMER
PM0-45787,3603657,3603657,+0,RPOD-MONOMER
PM-8803,3680039,3680039,+0,RPOE-MONOMER
PM0-45260,2256579,2256579,+0,RPOE-MONOMER
PM0-44956,1563767,1563767,+0,RPOH-MONOMER
PM0-45846,3749985,3749985,+0,RPOD-MONOMER
PM0-45948,4071735,4071735,+0,RPOD-MONOMER
PM00398,2091384,2091384,+0,RPOD-MONOMER
PM0-46035,4432127,4432127,+0,RPOE-MONOMER
PM0-4386,200455,200455,+0,RPOE-MONOMER
PM0-44733,1123325,1123325,+0,RPOD-MONOMER
PM0-9711,433728,433728,+0,RPOH-MONOMER
PM0-45232,2190923,2190923,+0,RPOE-MONOMER
PM0-45556,3112501,3112501,+0,RPOE-MONOMER
PM0-44826,1292739,1292739,+0,RPOE-MONOMER
PM-8776,3199064,3199064,+0,RPOE-MONOMER
PM00611,4328430,4328430,+1,RPOS-MONOMER
PM00337,431315,431315,+0,RPOD-MONOMER
PM0-44518,557389,557389,+0,RPOD-MONOMER
PM0-46080,4556340,4556340,+0,RPOD-MONOMER
PM00621,3490471,3490471,+0,RPOD-MONOMER
PM0-44660,921973,921973,+0,RPOD-MONOMER
PM0-46164,1994941,1994941,+0,RPOD-MONOMER
PM0-45289,2342306,2342306,+0,RPOD-MONOMER
PM0-44635,851849,851849,+0,RPOH-MONOMER
PM0-9618,4577858,4577858,+0,RPOD-MONOMER
PM00656,3108387,3108387,+0,RPOD-MONOMER
PM0-45880,3834861,3834861,+0,RPOD-MONOMER
PM0-46182,3921779,3921779,+0,RPOD-MONOMER
PM0-44839,1315363,1315363,+0,RPOH-MONOMER
PM0-44412,281476,281476,+0,RPOD-MONOMER
PM0-4744,4311155,4311155,+0,RPOD-MONOMER
PM0-44443,320735,320735,+0,RPOD-MONOMER
PM00548,1328907,1328907,+0,RPOD-MONOMER
PM0-46056,4484145,4484145,+0,RPOD-MONOMER
PM0-44464,391843,391843,+0,RPOH-MONOMER
PM0-44578,678639,678639,+0,RPOD-MONOMER
PM0-45832,3714507,3714507,+0,RPOD-MONOMER
PM00645,262065,262065,+0,RPOD-MONOMER
PM0-9715,2822416,2822416,+0,RPOH-MONOMER
PM0-44765,1189163,1189163,+0,RPOE-MONOMER
PM0-45462,2869933,2869933,+0,EG11355-MONOMER
PM0-3821,1864839,1864839,+0,RPON-MONOMER
PM0-45906,3946183,3946183,+0,EG11355-MONOMER
PM0-45483,2941285,2941285,+0,RPOH-MONOMER
PM0-45339,2461006,2461006,+0,RPOD-MONOMER
PM0-8873,3316197,3316197,+0,RPOD-MONOMER
PM0-5261,3242879,3242879,+0,RPOD-MONOMER
PM0-4524,57156,57156,+0,RPOD-MONOMER
PM0-8281,2237413,2237413,+0,RPOD-MONOMER
PM0-45560,3119386,3119386,+0,RPOD-MONOMER
PM0-8756,197026,197026,+0,RPOE-MONOMER
PM0-44880,1418473,1418473,+0,RPOD-MONOMER
PM0-44642,858327,858327,+0,RPOD-MONOMER
PM0-45486,2947211,2947211,+0,RPOD-MONOMER
PM0-45922,4007037,4007037,+0,RPOH-MONOMER
PM0-44867,1391228,1391228,+0,RPOH-MONOMER
PM00291,2135607,2135607,+0,RPOD-MONOMER
PM328,2597901,2597901,+1,RPOD-MONOMER
PM0-44591,728260,728260,+0,RPOE-MONOMER
PM0-45266,2264236,2264236,+0,RPOD-MONOMER
PM0-44485,475623,475623,+0,RPON-MONOMER
PM0-9538,969865,969865,+0,RPOD-MONOMER
PM0-9680,932361,932361,+0,RPOD-MONOMER
PM0-44567,669269,669269,+0,EG11355-MONOMER
PM0-45381,2589092,2589092,+0,RPOE-MONOMER
PM0-44427,310617,310617,+0,RPOE-MONOMER
PM0-46070,4509667,4509667,+0,RPOH-MONOMER
PM0-45293,2354712,2354712,+0,EG11355-MONOMER
PM0-45046,1785363,1785363,+0,RPOE-MONOMER
PM0-44514,556114,556114,+0,RPOD-MONOMER
PM0-7983,533131,533131,+0,RPOD-MONOMER
PM00525,3403162,3403162,+0,RPOD-MONOMER
PM687,471780,471780,+0,RPON-MONOMER
PM00605,4514750,4514750,+0,PD00440
PM00185,3735493,3735493,+0,RPOD-MONOMER
PM0-7861,2220142,2220142,+0,RPOD-MONOMER
PM0-45069,1839462,1839462,+0,RPOE-MONOMER
PM0-9326,454218,454218,+0,RPOD-MONOMER
PM0-10223,2165138,2165138,+0,RPOS-MONOMER
PM0-10223,2165138,2165138,+0,RPOD-MONOMER
PM0-10223,2165138,2165138,+0,RPOE-MONOMER
PM00196,2541579,2541579,+0,RPOD-MONOMER
PM0-44615,797760,797760,+0,RPOD-MONOMER
PM00272,3770211,3770211,+0,RPOD-MONOMER
PM0-9408,3245570,3245570,+0,RPOD-MONOMER
PM0-45817,3672780,3672780,+0,RPOD-MONOMER
PM0-46184,3923697,3923697,+0,RPOD-MONOMER
PM00414,2638664,2638664,+0,RPOD-MONOMER
PM0-9737,2763928,2763928,+0,RPOH-MONOMER
PM0-44340,11825,11825,+0,RPOD-MONOMER
PM0-10106,2817295,2817295,+0,RPOS-MONOMER
PM0-44810,1243778,1243778,+0,EG11355-MONOMER
PM0-10283,1092064,1092064,+0,RPOD-MONOMER
PM0-44801,1227906,1227906,+0,RPON-MONOMER
PM0-45104,1905110,1905110,+0,RPOD-MONOMER
PM0-46065,4502028,4502028,+0,RPOD-MONOMER
PM0-45388,2627694,2627694,+0,RPOD-MONOMER
PM0-45843,3725850,3725850,+0,RPOD-MONOMER
PM0-44336,8017,8017,+0,RPOD-MONOMER
PM00156,328585,328585,+0,RPOD-MONOMER
PM0-44382,195555,195555,+0,RPOD-MONOMER
PM00632,3483973,3483973,+0,RPOD-MONOMER
PM0-44511,545730,545730,+0,RPOD-MONOMER
PM0-45772,3579781,3579781,+0,RPOD-MONOMER
PM0-44415,284577,284577,+0,RPOH-MONOMER
PM0-45683,3334976,3334976,+0,RPOD-MONOMER
PM00146,1686464,1686464,+0,RPOD-MONOMER
PM0-45202,2102630,2102630,+0,RPOE-MONOMER
PM332,1010889,1010889,+1,RPOS-MONOMER
PM332,1010889,1010889,+1,RPOD-MONOMER
PM00273,2708379,2708379,+0,RPOD-MONOMER
PM0-45364,2525061,2525061,+0,RPOE-MONOMER
PM0-46142,2817211,2817211,+0,RPOD-MONOMER
PM00220,4366455,4366455,+0,RPOD-MONOMER
PM00355,961082,961082,+0,RPOD-MONOMER
PM0-44915,1490140,1490140,+0,RPOD-MONOMER
PM00063,2342777,2342777,+0,RPOD-MONOMER
