b4504,263250,263471,-1
b0247,263480,263956,-1
b0248,263972,264430,-1
b0249,264528,264767,-1
b0250,264844,265311,-1
b0251,265334,265777,-1
b4627,265777,265998,-1
b4628,266000,266191,-1
b0252,266408,267229,-1
b0253,267321,268184,-1
b0254,268513,269406,-1
b4587,269502,271413,1
b0256,269827,270978,1
b0258,272071,273178,1
b0259,273325,274341,-1
b0260,274549,275952,1
b0261,275939,276871,1
b0262,276980,278026,-1
b0263,278038,278385,-1
b0264,278402,278905,-1
b0265,278824,279099,-1
b4708,279155,279328,1
b4505,279338,279586,-1
b0266,279651,279959,-1
b0267,280053,281207,-1
b0268,281502,282410,1
b0269,282425,284392,1
b0270,284619,286001,1
b0271,286013,287623,1
b0272,287628,288386,-1
b0273,288525,289529,-1
b4688,289653,289857,1
b0274,289873,290376,-1
b0275,290295,290570,-1
b0276,290628,291455,1
b0277,291546,292172,-1
b0278,292444,293142,-1
b0279,293169,294023,-1
b0280,294363,294803,-1
b0281,294920,296320,-1
b4694,296605,296943,-1
b4695,296938,297015,-1
b0283,296994,297950,-1
b0284,297960,300158,-1
b0285,300155,301111,-1
b0286,301108,301797,-1
b0287,302215,302829,1
b0288,303077,303406,-1
b0289,303719,304429,-1
b0290,304398,306041,-1
b0291,306031,308556,-1
b0292,308582,309250,-1
b0293,309308,309895,-1
b0294,309970,310560,-1
b0295,311336,311563,1
b4506,311598,311738,-1
b0296,311738,312001,-1
b4671,312365,312466,-1
b4630,312940,313029,-1
b0297,313581,314452,1
b0298,314515,314814,1
b0299,314811,315677,1
b0300,315710,316393,-1
b4631,316663,316791,1
b0301,316950,317543,-1
b0303,317555,317791,-1
b0304,317900,319225,-1
b0305,319451,320305,1
b0306,320832,321551,1
b0307,321562,322989,1
b0308,322982,323677,1
b0310,323920,324588,-1
b0311,324801,326471,-1
b0312,326485,327957,-1
b0313,327971,328558,-1
b0314,328687,330720,1
b0315,331595,332683,1
b0316,332725,333657,-1
b0317,333749,334246,-1
b0318,334504,335109,1
b0319,335149,336012,1
b0320,336002,337549,1
b0321,337549,338967,1
b0323,339389,340339,1
b0324,340349,341731,1
b0325,342108,343157,1
b0326,343400,344215,1
b0327,344628,344873,1
b0328,344890,345561,-1
b0329,345708,345983,1
b0330,346081,347667,-1
b0331,347906,348796,1
b0333,349236,350405,1
b0334,350439,351890,1
b0335,351930,353816,1
b0336,354146,355405,1
b0337,355395,356678,1
b0338,357015,357914,-1
b0339,358023,358682,1
b0340,358713,359183,1
b0341,359216,360370,1
b0342,360473,361084,-1
b0343,361150,362403,-1
b0344,362455,365529,-1
b0345,365652,366734,-1
b0346,366811,367644,-1
b0347,367835,369499,1
b0348,369501,370445,1
b0349,370463,371329,1
b0350,371339,372148,1
b0351,372145,373095,1
b0352,373092,374105,1
b0353,374683,375894,1
b0354,375996,376535,1
b0355,376759,377592,-1
b0356,377686,378795,-1
b0357,378830,379105,-1
b0358,379293,380066,-1
b4579,380068,382096,-1
b0360,380575,380940,1
b0361,380898,381803,1
b0363,381963,383159,-1
b0364,383283,383840,-1
b0365,384456,385418,1
b0366,385431,386198,1
b0367,386195,387022,1
b0368,387019,387870,1
b0369,387977,388951,-1
b4580,389475,393642,1
b0372,390963,391829,-1
b0373,391826,392125,-1
b0375,393730,394353,1
b0376,394354,395511,-1
b0377,395863,397083,1
b0378,397096,398190,1
b0379,398249,398557,-1
b0380,398817,399029,1
b0381,399053,400147,-1
b0382,400610,400870,1
b0383,400971,402386,1
b0384,402505,402825,1
b0385,402927,404042,1
b0386,404059,404868,-1
b0387,404988,405446,1
b0388,405629,406153,1
b0389,406203,406394,1
b0390,406652,407329,1
b0391,407401,407685,1
b0392,407833,408174,1
b0393,408332,409243,-1
b0394,409368,410276,1
b0396,410521,411705,-1
b0397,411831,414977,-1
b0398,414974,416176,-1
b0399,416366,417055,1
b0400,417113,418408,1
b0401,418815,420134,1
b0402,420210,421583,1
b0403,421742,423556,1
b0404,423561,424142,-1
b0405,424235,425305,1
b0406,425361,426488,1
b0407,426511,426843,1
b0408,426871,428718,1
b0409,428729,429700,1
b0410,429829,430176,1
b0411,430353,431237,-1
b0412,431536,432075,-1
b0413,432226,432675,1
b0414,432679,433782,1
b0415,433871,434341,1
b0416,434361,434780,1
b0417,434858,435835,1
b0418,435813,436331,1
b0419,436385,437359,-1
b0420,437539,439401,-1
b0421,439426,440325,-1
b0422,440325,440567,-1
b0423,440773,442221,1
b0424,442275,442865,-1
b0425,442828,443739,-1
b0426,443907,444398,1
b0427,444526,445890,-1
b0428,446039,446929,-1
b0429,446941,447270,-1
b0430,447270,447884,-1
b0431,447874,449865,-1
b0432,449887,450834,-1
b0433,451294,452769,-1
b0434,452813,453391,-1
b0435,453696,454013,1
b0436,454357,455655,1
b0437,455901,456524,1
b0438,456650,457924,1
b0439,458112,460466,1
b0440,460675,460947,1
b0441,461139,463010,1
b0442,463161,463532,1
b0443,463626,464024,1
b0444,464076,464771,-1
b0445,464836,466536,-1
b0446,466636,467454,1
b0447,467607,468065,1
b0448,468095,469867,1
b0449,469860,471641,1
b0450,471822,472160,1
b0451,472190,473476,1
b0452,473525,474385,-1
b0453,474603,475175,1
b0454,475206,475595,-1
b0456,475896,476249,1
b0457,476291,477841,-1
b0458,478005,478475,-1
b0459,478591,479142,-1
b0460,479314,479532,-1
b0461,479558,479932,-1
b0462,480478,483627,-1
b0463,483650,484843,-1
b0464,484985,485632,1
b0465,485760,489122,1
b0466,489334,489495,-1
b0467,489509,490036,-1
b0468,490106,490483,1
b0469,490636,491187,1
b0470,491316,493247,1
b0471,493300,493629,1
b0472,493629,494234,1
b0473,494344,496218,1
b0474,496399,497043,1
b0475,497279,498241,1
b0476,498238,499197,-1
b0477,499349,500653,1
b0478,500786,502462,-1
b0479,502700,503920,-1
b0480,504138,505790,1
b0481,505827,506306,-1
b0482,506510,507304,-1
b0483,507442,507783,1
b0484,508099,510603,-1
b0485,510865,511797,1
b0486,511800,513092,1
b0487,513217,513624,1
b0488,513625,514083,-1
b0489,514080,514997,-1
b0490,515143,515820,1
b0491,515807,516586,1
b0492,516649,517503,-1
b0493,517564,518373,-1
b0494,518363,518989,-1
b0495,518957,519643,1
b0496,519640,522054,1
b0497,522485,526765,1
b0498,526805,527173,1
b0499,527176,527883,1
b0501,527864,528354,1
b4632,528724,528816,1
b0502,528819,529240,-1
b0503,529356,530450,-1
b0504,530519,531445,-1
b0505,531675,532157,1
b0506,532235,533050,1
b0507,533140,534921,1
b0508,534934,535710,1
b0509,535810,536688,1
b0511,536857,538311,1
b0512,538371,539732,1
b0513,539789,541090,1
b0514,541112,542257,1
b0515,542485,543270,-1
b0516,543281,544516,-1
b0517,544538,545587,-1
b0518,545904,547571,1
b4572,547581,548839,1
b0520,548850,549665,1
b0521,549662,550555,1
b0522,550750,551817,-1
b0523,551814,552323,-1
b0524,552441,553163,-1
b0525,553166,553660,-1
b0526,553834,555219,1
b0527,555255,555776,-1
b0528,555884,556096,-1
b0529,556098,556964,-1
b0530,557435,557977,1
b0531,558197,558889,1
b0532,558920,561523,1
b0533,561559,562542,1
b0534,562553,563068,1
b0535,563071,563703,-1
b0537,564038,565201,-1
b4633,565081,565302,-1
b0539,565321,565599,-1
b4508,565599,565910,1
b0542,565907,567470,1
b0540,566065,566364,1
b0541,566361,567227,1
b0543,567538,567870,1
b0544,568125,569651,1
b0545,570116,570667,1
b0546,570677,571474,1
b4588,571591,571692,1
b0547,571689,572144,1
b0548,572144,572314,1
b0549,572307,572597,1
b0550,572594,572956,1
b4509,572953,573093,1
b0551,573179,573562,1
b0553,573752,576048,-1
b0552,573960,574976,-1
b0554,576621,576836,1
b0555,576836,577333,1
b0556,577330,577791,1
b4510,577550,577732,1
b0557,577823,578116,-1
b0558,578407,578817,-1
b0559,579103,579309,1
b4589,579474,579668,-1
b0560,580057,580602,1
b4634,580577,580885,1
b0561,580883,581320,1
b0562,581375,582029,-1
b0563,582176,582358,1
b0564,582904,583653,1
b0565,583903,584856,-1
b0566,585370,586131,-1
b0567,586314,587204,-1
b0568,587205,590177,-1
b0569,590164,592401,-1
b0570,592551,593993,-1
b0571,593983,594666,-1
b0572,594823,596196,1
b0573,596354,596686,1
b0574,596702,597925,1
b0575,597937,601080,1
b0576,601182,602558,1
b0577,602639,603886,-1
b0578,603994,604647,-1
b0579,604741,605109,-1
b0580,605174,605422,-1
b0581,605488,606606,-1
b4415,607059,607211,1
b0582,607288,608400,1
b0583,608682,609302,-1
b0584,609477,611717,-1
b0585,612038,613162,1
b4511,613165,613383,1
b0586,613380,617261,1
b0587,617477,618610,1
b0588,618607,619422,-1
b0589,619419,620411,-1
b0590,620408,621412,-1
b0591,621523,622773,1
b0592,622777,623733,-1
b0593,624108,625283,1
b0594,625293,626903,1
b0595,626917,627774,1
b0596,627774,628520,1
b0597,628523,628936,1
b0598,629117,631222,1
b4512,631405,631602,1
b0599,631612,632700,-1
b0600,632809,633969,1
b0601,633970,634599,-1
b0602,634572,635792,-1
b0603,635939,636841,-1
b0604,637050,637796,-1
b0605,638168,638731,1
b0606,638976,640541,1
b0607,640662,641090,-1
b0608,641311,642549,1
b0610,642780,643190,-1
b0611,643420,644226,-1
b0612,644340,645803,-1
b0613,645854,646732,-1
b0614,646707,647258,-1
b0615,647262,648794,-1
b0616,648805,649713,-1
b0617,649710,650006,-1
b0618,650021,651079,-1
b0619,651458,653116,1
b0620,653085,653765,1
b0621,653806,655191,-1
b0622,655780,656340,1
b0623,656515,656724,1
b0624,656778,657161,-1
b4581,657254,658041,1
b0627,658170,658373,1
b0628,658474,659439,-1
b0629,659648,660601,-1
b0630,660860,661501,-1
b0631,661602,661865,-1
b0632,661975,663186,-1
b0633,663325,664413,-1
b0634,664424,665536,-1
b0635,665539,667440,-1
b0636,667471,667938,-1
b0637,667942,668259,-1
b0638,668519,669130,-1
b0639,669154,669795,-1
b0640,669797,670828,-1
b0641,670828,671409,-1
b0642,671424,674006,-1
b0643,674241,674723,1
b0644,674793,675770,-1
b0645,675934,676641,1
b0646,676638,678065,1
b0647,678075,678629,-1
b0648,678731,679438,1
b0649,679435,680886,1
b0650,680946,682616,-1
b0651,682700,683635,-1
b0652,683753,684478,-1
b0653,684478,685152,-1
b0654,685152,685892,-1
b0655,686062,686970,-1
b0656,687220,688236,-1
b0657,688566,690104,-1
b0658,690129,691007,-1
b0659,691097,691564,-1
b0660,691561,692601,-1
b0661,692754,694178,-1
b0662,694324,695499,1
b0674,696736,698400,-1
b0675,698797,699549,-1
b0676,699597,700817,-1
b0677,700826,701974,-1
b0678,702034,702834,-1
b0679,703167,705113,1
b0680,705316,706980,1
b0681,707557,708963,1
b0682,709013,709339,1
b0683,709423,709869,-1
b4637,709862,709948,-1
b0684,710158,710688,-1
b0685,710828,711121,-1
b0686,711261,712025,-1
b0687,712210,712755,1
b0688,712781,714421,1
b0689,714635,715129,1
b0691,715170,715820,-1
b4636,715944,716093,-1
b0692,716169,717488,-1
b0693,717485,719683,-1
b4590,719806,720063,1
b0694,720279,720956,-1
b0695,720953,723637,-1
b0696,723630,724202,-1
b0697,724211,726259,-1
b0698,726282,727955,-1
b4513,727955,728044,-1
b0699,728357,728563,1
b0700,728806,732999,1
b0702,732999,733325,1
b0703,733356,734876,1
b0704,734873,735442,1
b4514,735668,735907,1
b0705,736048,737184,1
b0706,737315,738076,1
b0707,738224,738733,1
b0708,738730,740148,1
b0709,740298,741779,-1
b0710,742050,742793,1
b0711,742816,743472,1
b0712,743466,744398,1
b0713,744388,745122,1
b0714,745158,745949,1
b0715,745946,746992,-1
b0716,747144,748205,-1
b0717,748202,748930,-1
b0718,748945,751392,-1
b0719,751452,752018,-1
b0720,752408,753691,-1
b0721,754400,754789,1
b0722,754783,755130,1
b0723,755130,756896,1
b0724,756912,757628,1
b0726,757929,760730,1
b0727,760745,761962,1
b0728,762237,763403,1
b0729,763403,764272,1
b0730,764376,765098,-1
b0731,765207,767183,1
b0732,767201,769834,1
b0733,770681,772249,1
b0734,772265,773404,1
b4515,773419,773532,1
b0735,773532,773825,1
b0736,773975,774379,1
b0737,774376,775068,1
b0738,775072,775500,1
b0739,775565,776830,1
b0740,776963,778255,1
b0741,778290,778811,1
b0742,778821,779612,1
b0750,781308,782351,1
b0751,782389,783108,1
b0752,783105,784046,-1
b0753,784160,784540,-1
b0754,784856,785908,1
b0755,786066,786818,-1
b0756,787020,788060,-1
b0757,788054,789202,-1
b0758,789206,790252,-1
b0759,790262,791278,-1
b0760,791539,793011,-1
b0761,793079,793867,-1
b0762,793996,794145,1
b0763,794312,795085,1
b0764,795085,795774,1
b0765,795777,796835,1
b0766,796836,797654,-1
b0767,797809,798804,1
b0768,798845,799798,-1
b0769,799982,801034,1
b0770,801110,802543,1
b0771,802726,804987,1
b0772,805221,806504,-1
b0773,806656,807132,-1
b0774,807191,808480,-1
b0775,808567,809607,1
b0776,809604,810758,1
b0777,810745,811500,1
b0778,811493,812170,1
b0779,812749,814770,1
b0780,814962,815870,-1
b0781,816267,817256,1
b0782,817278,817790,1
b0783,817793,818278,1
b0784,818271,818516,1
b0785,818518,818970,1
b0786,819107,819811,1
b0787,820016,820729,1
b0788,820765,821721,-1
b0789,821721,822962,-1
b0790,822959,823720,-1
b0791,823853,824263,1
b0792,824225,825331,-1
b0793,825342,826475,-1
b0794,826468,828204,-1
b0795,828197,829195,-1
b0796,829195,829866,-1
b0797,830095,831459,1
b0798,831691,832173,-1
b0799,832293,834443,1
b0800,834471,835433,1
b0801,835574,836659,1
b0802,836888,837148,-1
b0803,837413,837679,-1
b0804,837753,838430,-1
b0805,838472,840754,-1
b0806,841019,841279,-1
b0807,841555,842481,1
b0808,842478,844703,-1
b0809,844964,845686,-1
b0810,845683,846342,-1
b0811,846481,847227,-1
b0812,847631,848134,-1
b0813,848433,849320,-1
b0814,849673,850188,1
b0815,850237,851820,-1
b4705,852092,852220,-1
b0817,852406,852873,1
b0818,852870,853988,1
b0819,854047,854967,-1
b0820,855186,856778,1
b0821,857019,858284,-1
b0822,858436,859251,-1
b0823,859397,861829,-1
b0824,861835,862734,-1
b0825,862865,863527,1
b0826,863603,864352,-1
b0827,864352,865587,-1
b0828,865791,866756,1
b0829,866743,868614,1
b0830,868634,870172,1
b0831,870190,871110,1
b0832,871113,872024,1
b0833,872202,874550,1
b0834,874558,875886,1
b0835,875933,877258,-1
b0836,877471,877854,1
b0837,877965,879080,1
b0838,879077,879703,-1
b0839,879950,881152,1
b0840,881199,881957,-1
b0841,882015,882611,-1
b0842,882896,884128,1
b0843,884169,884453,-1
b0844,884539,885354,-1
b0845,885354,886562,-1
b0846,886646,887182,1
b0847,887357,889042,-1
b0848,889312,889689,1
b0849,889719,889976,-1
b0850,890136,890423,1
b0851,890407,891129,1
b0852,891190,892092,1
b0853,892180,892656,1
b0854,893007,894119,1
b0855,894214,895347,1
b0856,895357,896310,1
b0857,896307,897152,1
b0858,897212,897700,1
b0859,897741,898868,1
b0860,899067,899798,-1
b0861,900089,900757,-1
b0862,900757,901473,-1
b0863,901480,902211,-1
b0864,902229,902957,-1
b0865,903175,903690,-1
b0866,903816,904139,1
b0867,904136,904966,1
b0868,904963,905976,-1
b0869,906075,907505,-1
b0870,907516,908517,-1
b0871,908554,910272,-1
b0872,910405,911373,-1
b0873,911385,913037,-1
b0874,913181,914080,-1
b0875,914575,915270,-1
b0876,915696,917354,1
b0877,917351,918343,-1
b0878,918458,919573,1
b0879,919570,921516,1
b0880,921589,921813,-1
b0881,922136,922456,1
b0882,922487,924763,1
b0884,925448,925666,-1
b0885,925951,926655,-1
b0886,926697,928418,-1
b0887,928419,930185,-1
b0888,930308,931273,-1
b0889,931818,932312,1
b0890,932447,936436,1
b0891,936595,937206,1
b0892,937217,938560,1
b0893,938651,939943,1
b0894,940182,942626,1
b0895,942637,943254,1
b0896,943256,944119,1
b0897,944154,944780,-1
b0898,945094,946242,1
b0899,946452,947882,1
b0900,947883,948791,-1
b0901,948891,949481,1
b0902,949563,950303,-1
b0903,950495,952777,-1
b0904,952832,953689,-1
b0905,954095,955855,-1
b0906,955985,956677,1
b0907,956876,957964,1
b0908,958035,959318,1
b0909,959487,960251,1
b0910,960424,961107,1
b0911,961218,962891,1
b0912,963051,963335,1
b0913,963543,965807,1
b0914,965844,967592,1
b0915,967589,968575,1
b0916,968612,969844,1
b0917,969896,970078,1
b0918,970075,970821,1
b0919,970975,971868,1
b0920,971845,972624,-1
b0921,972760,973545,1
b0922,973542,974864,1
b0923,974845,975549,1
b0924,975549,980009,1
b0925,980270,982117,1
b0926,982298,982846,1
b0927,982873,983520,1
b0928,983742,984932,-1
b0929,985117,986205,-1
b0930,986808,988208,-1
b0931,988377,989579,-1
b0932,989845,992457,1
b0933,992500,993267,-1
b0934,993264,994055,-1
b0935,994066,995211,-1
b0936,995208,996167,-1
b0937,996160,996735,-1
b0938,997091,997630,1
b0939,997713,998414,1
b0940,998439,1001039,1
b0941,1001030,1002100,1
b0942,1002112,1002654,1
b0943,1002662,1003177,1
b0944,1003170,1003880,1
b0945,1003991,1005001,1
b0946,1005175,1005717,1
b0947,1005714,1006823,-1
b0948,1007067,1009175,1
b0949,1009187,1011094,1
b0950,1011224,1012477,1
b0951,1012482,1014122,1
b0952,1014119,1014682,1
b0953,1014938,1015105,1
b0954,1015175,1015693,-1
b0955,1015762,1017522,-1
b0956,1017708,1018160,1
b0957,1018236,1019276,-1
b0958,1019633,1020142,-1
b0959,1020361,1020990,1
b0960,1020953,1023106,-1
b0961,1023125,1023571,-1
b0962,1023694,1025748,1
b0963,1025780,1026238,-1
b0964,1026334,1026996,-1
b0965,1027169,1027582,1
b0966,1027627,1027944,-1
b0967,1028002,1029192,-1
b0968,1029287,1029565,1
b0969,1029562,1029891,-1
b0970,1029982,1030641,-1
b0972,1031362,1032480,1
b0973,1032477,1034270,1
b0974,1034289,1034996,1
b0975,1034993,1035580,1
b0976,1035577,1035975,1
b0977,1035972,1036829,1
b0978,1036963,1038507,1
b0979,1038519,1039655,1
b4592,1039668,1039760,1
b0980,1039840,1041138,1
b0981,1041253,1043433,-1
b0982,1043453,1043899,-1
b0983,1043887,1045026,-1
b0984,1045072,1047168,-1
b0985,1047168,1047914,-1
b0986,1047911,1048555,-1
b0987,1048662,1048967,-1
b4516,1049056,1049331,1
b0988,1049250,1049753,1
b0989,1050186,1050398,-1
b0990,1050684,1050896,1
b0991,1051070,1051300,1
b4517,1051290,1051463,1
b0992,1051512,1052585,-1
b0993,1052657,1055401,-1
b0994,1055484,1056512,1
b0995,1056485,1057177,-1
b0996,1057307,1058479,1
b0997,1058479,1061025,1
b0998,1061022,1061621,1
b0999,1061773,1062078,-1
b1000,1062078,1062998,-1
b1001,1063259,1064515,1
b1002,1064808,1066049,1
b1003,1066087,1066314,-1
b1004,1066335,1066931,-1
b4518,1067304,1067477,1
b1006,1067734,1069062,-1
b1007,1069083,1069577,-1
b1008,1069588,1070178,-1
b1009,1070188,1070988,-1
b1010,1070996,1071382,-1
b1011,1071394,1072086,-1
b1012,1072086,1073234,-1
b1013,1073465,1074103,1
b1014,1074143,1078105,-1
b1015,1078528,1080036,1
b4490,1080579,1081408,1
b1018,1081466,1082593,1
b1019,1082599,1083870,1
b1020,1084215,1085279,1
b1021,1085329,1085742,-1
b1022,1085744,1087069,-1
b1023,1087062,1089080,-1
b1024,1089089,1091512,-1
b1025,1092099,1093457,1
b1026,1093498,1094364,-1
b1027,1094361,1094660,-1
b1028,1094728,1095069,1
b1029,1095066,1096052,1
b1033,1097109,1098047,1
b1034,1098102,1098839,1
b1035,1098863,1099417,1
b1036,1099519,1100010,1
b1037,1100074,1100907,-1
b1038,1100934,1101350,-1
b1039,1101375,1101764,-1
b1040,1101769,1102419,-1
b1041,1103174,1103629,1
b1042,1103670,1104125,1
b1043,1104184,1104516,1
b1044,1104637,1104948,1
b1045,1105043,1105576,1
b1046,1105578,1106999,1
b1047,1107007,1108164,-1
b1048,1108558,1110093,1
b1049,1110086,1112629,1
b1050,1112802,1113029,1
b1051,1113030,1113404,-1
b1053,1113487,1114713,-1
b1054,1114885,1115805,-1
b1055,1116030,1117082,1
b1056,1117124,1117699,-1
b1057,1117703,1118269,-1
b1058,1118530,1118670,-1
b1059,1118691,1119809,-1
b1060,1119924,1120178,-1
b1061,1120465,1120710,-1
b1062,1120784,1121830,-1
b1063,1121936,1122496,-1
b1064,1122630,1123277,-1
b1065,1123341,1124549,-1
b1066,1124785,1125369,1
b1067,1125380,1126027,1
b1068,1126029,1126952,1
b1069,1127062,1128597,1
b1070,1128637,1129053,-1
b1071,1129058,1129351,-1
b1072,1129427,1130086,-1
b1073,1130241,1130657,1
b1074,1130661,1131065,1
b1075,1131077,1131772,1
b1076,1131797,1133005,1
b1077,1133025,1133780,1
b1078,1133952,1134734,1
b1079,1134787,1135485,1
b1080,1135497,1136594,1
b1081,1136594,1137535,1
b1082,1137601,1139244,1
b1083,1139256,1140209,1
b1084,1140405,1143590,-1
b1085,1143725,1144045,1
b1086,1144163,1145122,1
b1087,1145234,1145818,-1
b1088,1146017,1146538,1
b1089,1146590,1146763,1
b1090,1146844,1147914,1
b1091,1147982,1148935,1
b1092,1148951,1149880,1
b1093,1149893,1150627,1
b1094,1150838,1151074,1
b1095,1151162,1152403,1
b1096,1152523,1153332,1
b1097,1153335,1154357,1
b1098,1154347,1154988,1
b1099,1154985,1155989,1
b1100,1156000,1156797,1
b1101,1157092,1158525,1
b1102,1158585,1160774,-1
b1103,1161108,1161467,1
b1104,1161470,1161847,1
b1105,1161861,1162502,1
b1106,1162483,1163307,1
b1107,1163318,1164343,1
b1108,1164366,1164908,1
b1109,1165308,1166612,1
b1110,1166822,1167361,1
b1111,1167423,1168055,-1
b1112,1168296,1168553,1
b1113,1168635,1169597,-1
b1114,1169741,1173187,-1
b1115,1173315,1174388,-1
b1116,1174650,1175849,1
b1117,1175842,1176543,1
b1118,1176543,1177787,1
